sentence_index sentence
33954 "People sit on a bench by the pool ."
33955 "One woman and two men on a bench ."
33956 "one woman holding flowers and two men on a bench"
33957 "Three middle aged people sitting on a park bench , with a rock wall in the background ."
33958 "Three people sit on a bench outside ."
33959 "Two men and a woman sitting on a bench ."
33960 "The girls are both eating and the girl wearing the color red has cake icing on her upper lip ."
33961 "Two girls are eating cake and one has blue icing on her face ."
33962 "Two girls play with their food for the camera ."
33963 "Two little girls are eating and making a mess ."
33964 "Two young girls having fun while eating ."
33965 "A child is sliding into a small pool ."
33966 "A girl in a child 's swimming pool ."
33967 "a little girl is sliding down a short slide into an inflatable paddling pool ."
33968 "Girl splashing in kiddie pool"
33969 "The dark-haired girl is sliding into a white kiddie pool ."
33970 "A BMX rider in a red and black outfit is jumping on his motorcycle ."
33971 "A dirt biker flies through the air ."
33972 "A guy in red on a bike in midair ."
33973 "A man in a red outfit jumps his motocross bike down the hill ."
33974 "Someone in red on a bike is moving in midair ."
33975 "A girl rides on a swing ."
33976 "A girl swings high in the air ."
33977 "A little girl swings high in artistic photograph ."
33978 "A young girl rides a swing high into the blue sky ."
33979 "The blond haired girl wearing the flowered dress is swinging on a swing towards the blue sky ."
33980 "A man at a skate park doing a stunt ."
33981 "A skateboarder doing maneuvers ."
33982 "A skateboarder is riding his board on a ramp in a skate park ."
33983 "kid doing tricks on a skateboard"
33984 "The skateboarder is doing a trick at the skate park"
33985 "A kite surfer jumps through the air ."
33986 "A man is flying through the air hanging from a paraglider while others are water-skiing ."
33987 "A person is parasailing over water , with other parasailors close behind him ."
33988 "A person wearing a lifevest is in the air above water ."
33989 "a young man parasailing in midair over the ocean"
33990 "A lady holding one dog while another dog is playing in the yard ."
33991 "A woman holding a white dog points at a brown dog in the grass ."
33992 "A woman holds a dog while another dog stands nearby in a field ."
33993 "A woman holds her little white dog and points to a big brown dog at the bottom of the hill ."
33994 "A woman is standing in a green field holding a white dog and pointing at a brown dog ."
33995 "A bicyclist is drinking out of a bottle of water while riding ."
33996 "A biker takes a drink of water ."
33997 "A cyclist drinks water ."
33998 "A man riding a bicycle drinks from a bottle of water ."
33999 "A person takes a drink of water while riding on a bike ."
34000 "A girl in a pink dress is jubilant while a woman blows bubbles nearby ."
34001 "A woman is blowing bubbles and a little girl in a pink outfit is playing in front of her ."
34002 "A young child is trying to catch bubbles that a woman is blowing towards her"
34003 "A young girl in a pink dress dances as a woman blows bubbles ."
34004 "A young girl is popping bubbles a woman is blowing ."
34005 "A man on a motorcycle rides donuts with a crowd watching"
34006 "A motorcycle rider spinning his tires in a circle ."
34007 "A motorcyclist burns rubber in a circle while a crowd watches ."
34008 "A person in a yellow helmet on a blue motorcycle is doing tricks ."
34009 "Person on blue motorcycle with smoking back tire and people watching in the background ."
34010 "A woman is waiting for a train at an empty train station ."
34011 "A woman leaning against the wall in the "" Dupont Circle "" subway station with a trashcan to the right ."
34012 "A woman reading while waiting for a train ."
34013 "Woman waiting for the train ."
34014 "Young woman standing on platform with train to the right"
34015 "The two dogs are interested in the gravel ground surrounded by concrete ."
34016 "Two dogs are both curious about the object on the sidewalk ."
34017 "Two dogs are sniffing something in the rocks ."
34018 "Two dogs play with each other on the sidewalk ."
34019 "Two small dogs search the ground for something ."
34020 "A man is lying in a grassy field reading ."
34021 "A man laying in the grass reading ."
34022 "A man lays on the grass in a field and reads a book ."
34023 "A man lies in the grass reading a book ."
34024 "The man is laying in the field reading a book ."
34025 "A group of girls dancing on a stage ."
34026 "A group of teenage girls do a synchronized dance in Hanna Montana costumes ."
34027 "Girls in a line do a dance ."
34028 "The girls are dancing and wearing leather outfits ."
34029 "Young girls in dancing outfits perform on a stage ."
34030 "A girl kicks a ball"
34031 "A little girl gives a good kick to a blue ball ."
34032 "A little girl in a pink shirt kicks a blue ball ."
34033 "a young girl kicking a blue ball"
34034 "Young girl in pink shirt kicking blue ball ."
34035 "People with black balloons on them climbing dirt hill"
34036 "Two balloon artists are standing and sitting on a dry dirt hill ."
34037 "Two men wear funny looking black suits while climbing a mountain on a clear sunny day ."
34038 "Two people in black outfits , surrounding themselves in black balloons in a desert"
34039 "Two people with balloons climb a hill ."
34040 "Two girls arm wrestle as another observes"
34041 "Two girls arm wrestle while a third girl in a pink shirt and glasses watches ."
34042 "Two girls arm wrestling , while another looks on ."
34043 "Two teenage girls arm wrestle while a third girl watches ."
34044 "Two young girls are arm wrestling in their hotel room while another girl watches ."
34045 "A girl dressed in orange flies in the air while jumping on the bed ."
34046 "A girl is jumping on the bed ."
34047 "A lady with a yellow outfit is in the air above the bed in a yellow room ."
34048 "A little girl in an orange striped outfit is airborne whilst bouncing on a bed ."
34049 "Young girl jumping on a bed ."
34050 "A brown and white dog is standing in shallow water on a beach near a large rock outcrop ."
34051 "A brown and white dog on the beach ."
34052 "A dog standing on a beach ."
34053 "A dog stands on the beach with a large rock behind him ."
34054 "An unusual looking dog is standing in front of a beautiful backdrop ."
34055 "The two children , one with a scarf tied around their forehead , walk down a modeling runway ."
34056 "Two boys are walking along the stage whilst being watched by several people ."
34057 "Two children walking on a platform ."
34058 "Two children wearing denim walk on a runway ."
34059 "Two little kids walk the catwalk showing off their fashion ."
34060 "Girls moving around in a spacious room ."
34061 "Three girls are dancing in a large room ."
34062 "Three girls dance on a wooden floor ."
34063 "Three girls dancing ."
34064 "Three girls dancing on the hardwood floor on an emty room ."
34065 "A girl in a white shirt kneeling down lighting a candle ."
34066 "A girl is amid many candle lanterns ."
34067 "A girl kneels down by a rows of candles ."
34068 "A young girl kneels beside rows of candles while others walk by ."
34069 "young girl kneels on a grassy field filled with candles"
34070 "A female martial artist kicking another female martial artist in the face"
34071 "One karate sportwoman kicks a karate sportman"
34072 "One martial artist kicks another 's face during a competition ."
34073 "Two female martial artists demonstrate a kick for an audience ."
34074 "Two women participate in a martial arts match ."
34075 "Cyclists are riding bikes on an off road course beside a river ."
34076 "Kids jump their bikes off of dirt ramps near a waterfront ."
34077 "People riding bicycles at night on a track ."
34078 "The teenagers are performing tricks on their bicycles at night ."
34079 "Two boys on off-road bicycles fly over a hill ."
34080 "A closeup of two women standing together ."
34081 "A woman wearing purple looks away while a woman in orange grins at the camera ."
34082 "one girl wearing an orange tank top and black sunglasses smiling at the camera next to another girl ."
34083 "The woman is wearing a purple shirt and red sunglasses while her friend wears an orange shirt ."
34084 "Two women stand wearing sunglasses ."
34085 "A blonde-haired child squeezes paint onto a spinning wheel ."
34086 "a child is playing with a green , white and red spinning toy that turning on the ground ."
34087 "A child painting on a piece of spinning paper ."
34088 "A child pours syrup on a spinning device"
34089 "Child squirting paint onto a piece of spin-art ."
34090 "A child in a flower print dress is in a field of flowers ."
34091 "A little blond girl in a flowery dress among white flowers ."
34092 "A young , blonde girl picking flowers in a grassy field ."
34093 "A young girl in a field of white flowers ."
34094 "The blonde little girl picks flowers in a field , wearing a white dress with flowers on it ."
34095 "A man in skateboarding in an empty swimming pool ."
34096 "A man rides a skateboard up the side of an empty pool ."
34097 "A skateboarder dressed in white is dropping into a blue bowl ."
34098 "A skateboarder hanging off the edge of a bowl at a skate park ."
34099 "A skateboarder in an empty pool ."
34100 "A couple kiss each other on the lips ."
34101 "a couple kisses ."
34102 "A man and a woman kiss ."
34103 "A woman and a man are kissing ."
34104 "A woman in white and a man in black , with an earring , are kissing ."
34105 "A woman biking along a trail surrounded by various plants ."
34106 "A woman rides a bike on a trail through a field ."
34107 "A woman rides a bike over a dirt path through the long grass ."
34108 "A woman riding a bicycle in a field ."
34109 "Woman on bicycle riding down dirt trail ."
34110 "A dog rolls in the grass ."
34111 "A small white dog rolls over on the grass ."
34112 "A tan dog rolls in the grass ."
34113 "The grey dog is rolling on its back on the grass ."
34114 "The yellow dog wears a blue dog tag and rolls on a green field ."
34115 "A lady walking in red boots while wearing headphones ."
34116 "A woman dressed in winter wear walks outdoors ."
34117 "A woman in a black and white coat and earmuffs ."
34118 "Blond woman wearing red boots with a bland and white jacket walking down the street ."
34119 "The woman wearing a black and white jacket and red boots is also wearing headphones ."
34120 "A dark skinned man standing outside a small yellow building which is setup to sell items ."
34121 "A man is standing outside a yellow building ."
34122 "A man is standing outside of a yellow building ."
34123 "A man standing in front of a yellow building"
34124 "The man is standing next to a yellow building with a blue window ."
34125 "A girl in a lavender shirt looks puzzled ."
34126 "A girl in a purple sweater and a shoulder bag is looking to the side with a lot of people behind her ."
34127 "A woman in a park wearing a purple blouse"
34128 "A woman in a purple sweater has an odd look on her face ."
34129 "A woman with brown hair is wearing a purple shirt and a white purse ."
34130 "A guy in a costume , a crowd watching him ."
34131 "A man standing in front of a crowd ."
34132 "A performer putting on an act in front of a large crowd of people ."
34133 "A person wearing a black coat and a helmet with spiky things is posing on the lawn in front of a crowd of people ."
34134 "one person performing a show in front of a large audience sitting on the lawn"
34135 "A boy in a park playing with two orange balls ."
34136 "A boy in a purple shirt tosses orange balls on a lawn ."
34137 "A little boy in a purple shirt and blue shorts playing with orange balls ."
34138 "Boy playing on the grass with an orange ball ."
34139 "Little boy juggling orange balls in the park with a playground behind him ."
34140 "A dog is being washed by two little girls ."
34141 "two girls giving a large dog a bath"
34142 "Two little girls in summer clothes are washing a brown dog ."
34143 "Two young blonde girls are washing a golden retriever ."
34144 "Two young girls bathing a golden retriever outside ."
34145 "A martial artist kicks the face of his opponent ."
34146 "Martial artists are sparring against one another ."
34147 "Two black belts sparring , one kicking the other in the face ."
34148 "Two men wearing black belt martial arts uniforms are sparring , one of whom has kicked his feet up to the other man 's face ."
34149 "Two men with black belts engage in martial arts ."
34150 "A disk jockey holds a picture of Michael Jackson ."
34151 "A female DJ holds up a Michael Jackson album ."
34152 "a girl holding a picture of Michael Jackson smiling"
34153 "Girl in club DJ both showing camera the cover of Michael Jackson 's "" Thriller . """
34154 "The girl is wearing headphones and holding a Michael Jackson album ."
34155 "A child is playing near a swing set , with a hedge in the background ."
34156 "A child jumping out of a swing near some bushes ."
34157 "A young boy jumps off a swing set ."
34158 "a young man wearing a blue shirt jumping off a swing set"
34159 "Young boy leaps from a swing"
34160 "A couple walking and holding hands ."
34161 "a man and a woman walking down a sandy path surrounded by trees"
34162 "a man and woman are walking whilst holding hands down a leafy lane ."
34163 "A man and woman walk side by side down the road ."
34164 "A man with a white t-shirt and a woman with a sleeveless dress walk down a dirt road together holding hands ."
34165 "A boy and a girl playing in the pool on a sunny day ."
34166 "a girl in a bikini jumps into a pool"
34167 "A girl with a boy standing behinf her is stepping into a swimming pool"
34168 "A young girl jumps into the deep end of a swimming pool while a young boy is nearby ."
34169 "Young girl jumping into a swimming pool ."
34170 "Several large dogs are running through a large grassy area ."
34171 "Three dogs moving through grass ."
34172 "Three dogs on grass running towards the camera ."
34173 "Three dogs running in a field of grass ."
34174 "Three dogs run through a manicured lawn ."
34175 "A boy on a skateboard in midair"
34176 "A male jumps in the air while on a skateboard ."
34177 "A skateboarder leaps in the air on a city street ."
34178 "A skateboard teenager wearing a dark shirt and blue jeans rides his board on top of a red fireplug ."
34179 "This skater is jumping over a hydrant ."
34180 "a few girls on a woooden pier eating ice cream cones"
34181 "A young girl enjoys ice cream with two older women in a pier-like setting ."
34182 "Two older women and a little girl standing outside under flowers ."
34183 "Two women and a little girl are eating ice cream ."
34184 "Two women and child eat ice cream cones on bridge decorated with flowers ."
34185 "A bearded man at a fair wearing a black tank top and a plaid hat ."
34186 "A guy with a black tank top ."
34187 "A man in a black tank top wearing a red plaid hat"
34188 "A man wearing a black tank top and red plaid hat is smiling as a man behind him is playing with a colorful object ."
34189 "A man with face peircings and a red fadora hat smiles at a fair ."
34190 "A lady with sunglasses on her head and a green sweatshirt is looking off camera ."
34191 "A smiling lady in a green jacket at a public gathering ."
34192 "A woman in a green jacket and black sunglasses outside in a crowd ."
34193 "A woman with dark hair is wearing a green sweater ."
34194 "Woman with green sweater and sunglasses smiling"
34195 "A blonde toddler in a light green shirt sitting in a green chair surrounded by other green chairs ."
34196 "A cute toddler girl waits in her stroller ."
34197 "A little blonde girl is sitting on a green chair ."
34198 "A little girl is turned around in her seat at an event ."
34199 "A young girl with blond hair holding onto a rail"
34200 "two fighters kick boxing"
34201 "Two people kick boxing , with others spectating ."
34202 "Two woman spar in a kickboxing match ."
34203 "two women are kick boxing ."
34204 "Woman kicking head of another kick boxer"
34205 "a man in a white t-shirt with a red logo is wearing colored beads whilst carrying a flag past a row of spectators ."
34206 "A man is smiling while participating in a parade ."
34207 "A person wearing a white shirt and beads holding a pole ."
34208 "Man wearing mardi gra beads and waving a flag"
34209 "Man with Mardi Gras Beads around his neck holding pole with banner"
34210 "A brown haired man is wearing a blue shirt that says , "" Boys will do boys "" ."
34211 "A man is wearing a blue shirt that is rolled up above his abdomen ."
34212 "A young man , bearing his midriff , and other people are gathered in a city street ."
34213 "Man wearing boys will do boys shirt waves at camera during gay pride parade"
34214 "There is a man who is wearing a shredded blue shirt that reads , "" Boys Will Do Boys , "" waving at the camera ."
34215 "A homeless man being observed by a man in business attire ."
34216 "A homeless man holds up his pants as another man observes in the distance ."
34217 "a homeless person being looked at by another man"
34218 "A man looking at a sad homeless man whose clothes are torn on the street ."
34219 "A man walks along with a can of soda in his hand ."
34220 "A brown and white dog running out of the woods through snow ."
34221 "A dog jumps and runs through the forest and snow-covered ground ."
34222 "A dog running through snow with trees in the background"
34223 "A German shepherd playing in the snow near the woods ."
34224 "A large German shepherd runs though deep snow ."
34225 "A brown dog is running through the ocean ."
34226 "A brown dog swimming through murky water ."
34227 "A brown dog with a silver collar runs through shallow water ."
34228 "A small brown dog swims in the water ."
34229 "The dog is swimming across the water ."
34230 "a Boston baseball player at bat"
34231 "A Boston Red Sox baseball player holds the bat waiting for the incoming pitch ."
34232 "A man is playing baseball ."
34233 "A player on the Boston Red Sox prepares for a pitch during a game ."
34234 "Baseball batter ready to hit the ball"
34235 "A man in a green Speedo dancing ."
34236 "A muscular black man dancing in short shorts ."
34237 "A shirtless man in striped shorts and sunglasses with a man in white shirt and sunglasses ."
34238 "The muscular black man is dancing while the man behind him wears green beads ."
34239 "Two men in green underwear and green beads dance together ."
34240 "A professional horse race"
34241 "Four jockeys and their horses race towards the finish line at a racetrack ."
34242 "Horses with jockeys participate in a race ."
34243 "Jockeys ride their horses down the track during a horse race ."
34244 "Three horses and their jockeys compete in a race ."
34245 "A girl in a blue shirt is grinning and walking in a crowd or people ."
34246 "A girl wearing a tight blue shirt and an army cap walks in a crowd ."
34247 "A woman in a blue shirt with no bra ."
34248 "A young woman with a green hat is walking in the busy street ."
34249 "The young lady walks down the street on a beautiful day ."
34250 "a baseball player slides to the base ."
34251 "A catcher tries to beat a runner to home plate ."
34252 "A person playing baseball slides for home ."
34253 "Two baseball players on a field , with four spectators , and a crowd ."
34254 "Two men on opposite baseball teams dive for a baseball at homebase ."
34255 "One black and white dog sleeps while the other two black and white dogs play with a plastic bag ."
34256 "Three black and white pug dogs were laying and playing outside ."
34257 "Three spotted dogs outside a house ."
34258 "Two puppies playing with a plastic bag ."
34259 "Two small dogs are fighting over a bag while another sleeps ."
34260 "Children laugh and smile ."
34261 "Little boys points a pink gun in the air while a little girl watches and laughs ."
34262 "two children laugh ."
34263 "Two little kids laugh at a park ."
34264 "Two small children are smiling and one is pointing while holding something red ."
34265 "A man in a bowler hat , a low cut vest and flowers waves in a parade ."
34266 "a man wearing makeup and wearing a skimpy vest"
34267 "A person is dressed in a black vest and hat with lots of flowers attached ."
34268 "A person wearing a colorful costume waves to a crowd ."
34269 "People in red and black clothing are walking in a parade ."
34270 "A little girl is peaking out from behind a tree ."
34271 "A little girl peering out from behind a tree ."
34272 "A young girl hiding behind a tree in a forest ."
34273 "A young girl peeking out from behind a tree in a wooded area ."
34274 "A young girl wearing a striped dress peeks out from behind a tree ."
34275 "A man looking across a street ."
34276 "a man looks at the city ."
34277 "A man standing on the street looking at a woman across on the road ."
34278 "A young man in a grey sweater is looking downtown ."
34279 "Two people stand across a city intersection from each other ."
34280 "A brown and white dog trots across shallow water with his mouth open ."
34281 "A brown spotted dog walks in shallow water ."
34282 "A greyhound walks in the rain through a large puddle ."
34283 "A white and brown dog is walking through the water ."
34284 "The dog walks through the water ."
34285 "A person in an airplane ."
34286 "A person sits inside a small plane on the ground ."
34287 "a small jet takes off ."
34288 "A small white plane with someone visible in the window is sitting on a runway ."
34289 "Small plane with spinning propeller on ground , pilot seen through windows ."
34290 "A girl and a boy watch a dog try to climb a tree ."
34291 "Boy and girl look on a puppy climbs tree"
34292 "The dog that the two children are walking is looking up at a tree ."
34293 "The two children watch the small yellow dog on the tree ."
34294 "Two children are with a dog on leash who is standing against a tree ."
34295 "A bird is standing on a rock next to her six babies ."
34296 "a mommy duck walking along some rocks with a group of baby ducks ."
34297 "An adult duck stands on a rock with seven baby ducks nearby ."
34298 "The mother bird looks over her babies ."
34299 "There is a grown duck and several baby ducks ."
34300 "a girl is swimming in a clear water in a blue pool ."
34301 "A girl swims through clear blue water ."
34302 "A person is swimming underwater in a pool ."
34303 "A person swimming underwater in a swimming pool ."
34304 "A picture of somebody under blue water ."
34305 "a kayaker plungles into the river ."
34306 "A person in a canoe is rafting in wild waters ."
34307 "A person is half submerged in water in their yellow kayak ."
34308 "A woman has positioned her kayak nose down in the water ."
34309 "The man in a yellow kayak is paddling through rough waters ."
34310 "A guy in gold chains , a black top , and gold shorts is walking with his arms outstretched in a parade ."
34311 "A young man raises his arms as he marches in a parade ."
34312 "A young man with gold short shorts and a black top is walking in a parade ."
34313 "Man in gold jewelry and shorts by a parade ."
34314 "The man in the gold lame shorts is wearing many gold necklaces ."
34315 "A bus is carrying people while decorated with banners in the colors of the rainbow ."
34316 "A group of people on a bus with colorful flags wave at the people below ."
34317 "People are waving from a bus covered in rainbow flags ."
34318 "People in a tall bus wave while holding colorful flags ."
34319 "People riding on a tour bus in a parade wave to the bystanders ."
34320 "A boy in a red shirt walks down the street through heavy rain ."
34321 "A boy in yellow walks down the street ."
34322 "A boy walks in the rain with tennis balls in his shirt ."
34323 "A child carring something in their shirt walks in the rain on the street ."
34324 "A girl holding a bag walks down the street in front of the chief justice 's office ."
34325 "A dark man in a white and green feathered mask with green jewelry and pants ."
34326 "A man in a costume participates in a parade ."
34327 "A man in a green and silver Mardi Gras costume in a parade ."
34328 "A man is wearing a mask , green beads and green pants ."
34329 "Man dresses up in Hawaiian garb at a local parade ."
34330 "A man with no shirt is standing in a parade wearing a plastic flower necklace ."
34331 "A man without shirt but wearing a flower necklace is holding a flag pole"
34332 "A shirtless man wearing bracelets and a garland , carrying a pole ."
34333 "A young topless man carries a Brazilian flag whilst wearing a colorful bracelet on his arm and flowers around his neck"
34334 "The young man with the colorful flowered lei and colorful bracelets is holding a flag ."
34335 "A man is shirtless and is covered in red marks ."
34336 "A man with several red marks on his body is holding a flag while people in the background are cheering"
34337 "A shirtless man covered in red lipstick kisses waving a blue flag ."
34338 "A shirtless man waaves a flag ."
34339 "A shirtless man with red paint on his torso holding a stick ."
34340 "A naked woman with pink hair and tattoos is standing in a crowd in front of a cloth barrier ."
34341 "A person with pink hair and tattoos on their upper and lower back ."
34342 "A topless woman with bright red hair watches a gay pride parade ."
34343 "A woman with pink hair an tattoos stands near a rainbow banner ."
34344 "The woman is wearing black shorts at a parade ."
34345 "a dog gets sprayed by a hose ."
34346 "A dog is being sprayed with water ."
34347 "A dog jumping through the air getting hit by water ."
34348 "An animal is hosed down by a brick wall ."
34349 "Leaping dog sprayed by off screen person with hose ."
34350 "A man and a woman are sitting at a small metal table ."
34351 "A man and a woman sitting on each side of a small metal table ."
34352 "Two older people drinking coffee outside ."
34353 "Two older people sit at an outdoor cafe table ."
34354 "Two people sit at a table outside against a wall and make faces ."
34355 "A boy wearing a red shirt jumps off the blue slide ."
34356 "A little boy in a red t-shirt jumps off of a blue slide at a playground ."
34357 "A young boy wearing a red shirt is jumping off of a blue slide at a park ."
34358 "The blonde boy is wearing a red shirt and jumping off of a blue slide ."
34359 "There is a kid jumping off a blue slide ."
34360 "A long-haired woman with sunglasses is dancing with two other people in a parade ."
34361 "A woman in a blue shirt and sunglasses dancing ."
34362 "A woman in a white skirt and tank top is flailing about with others nearby ."
34363 "The girl in the green top and sunglasses is performing in a parade ."
34364 "Woman in a blue shirt and sunglasses dancing ."
34365 "A man in a uniform smiling and waving at the camera ."
34366 "A man in a uniform waves while holding a banner during an event ."
34367 "A man in uniform waves and smiles at camera"
34368 "A police officer waves at a street fair ."
34369 "The man in a black uniform and hat , holding part of a banner , is waving ."
34370 "Colorfully dressed people walk down the center of the road , with onlookers behind a barricade ."
34371 "People are dressed in purple , blue , green , yellow , orange and red costumes for a parade ."
34372 "Six people in bright mono-color costumes , each a different color , are walking down a street ."
34373 "Six people walking in a parade wearing brightly colored outfits ."
34374 "Six women dressed in purple , blue , green , orange , and red , are waving to the crowd along the parade route ."
34375 "A boy is blowing bubble underwater ."
34376 "A boy is swimming underwater and bubbles are coming out of his mouth ."
34377 "A child holds his breath underwater ."
34378 "a young boy diving through the water with his eyes open ."
34379 "A young boy is underwater in a swimming pool ."
34380 "Shirtless men with leather vests are smiling ."
34381 "The guy in the black and yellow vest has a black hat on ."
34382 "Two guys in leather , standing in a crowd ."
34383 "Two guys with nipple piercings are smiling ."
34384 "Two smiling men dressed in provocative leather outfits walk in a parade ."
34385 "A woman is holding out a peace sign during a parade ."
34386 "A woman wearing a red scarf raises her hand as she walks in a parade ."
34387 "People in orange shirts marching down street with Unified In Pride sign"
34388 "The woman in the red shirt is holding up a peace sign with her fingers with a red banner behind her ."
34389 "The woman is flashing a peace sign ."
34390 "A blond girl in a green dress and elaborate gold necklace stands in front of a few women and a man ."
34391 "A few people with a girl standing up in the center wearing a green dress"
34392 "A girl is wear a green dress ."
34393 "blonde girl wearing green dress standing"
34394 "Woman in green dress being observed"
34395 "a boy wearing plaid shorts jumping over a big water fountain ."
34396 "A man in plaid shorts is jumping over a fountain ."
34397 "A man is jumping over a water fountain ."
34398 "A man jumps near a water fountain ."
34399 "The person wearing flannel shorts is jumping over a fountain ."
34400 "a girl in a purple top holds a toddler between herself and another girl on the grass in front of a bush ."
34401 "Three children sit on the grass ."
34402 "Three little children are sitting in the grass ."
34403 "Three little girls are sitting on the grass ."
34404 "Three young girls are sitting on the lawn"
34405 "A boy tries to catch a ball while jumping into a pool ."
34406 "A male dives for a ball that 's flying over a pool ."
34407 "A male jumping into a swimming pool ."
34408 "A man dives into a swimming pool at the hotel ."
34409 "The man is leaping off of the pool deck to catch a football ."
34410 "An asian girl is running outside ."
34411 "An Asian woman is running on a rocky path ."
34412 "A woman runs on a chalk white path ."
34413 "A woman runs on the beach ."
34414 "A woman with long black hair and a white shirt is running up the sand and tall weeds ."
34415 "A woman is climbing a rocky hill overshadowed by a partly cloudy sky ."
34416 "A woman nears a cliff 's edge ."
34417 "a woman walks across a large rock ."
34418 "Woman in black sports bra and shorts standing on an rocky elevation ."
34419 "Woman walking on the rocks ."
34420 "a man doing a rollskating trick on a ramp"
34421 "A man grinding the lip of a pool on his Rollerblades ."
34422 "A man wearing green glasses crouches near the camera ."
34423 "A man with green glasses does a trick on his skateboard ."
34424 "A rollerblader pauses at the top of a skate ramp ."
34425 "A female runner in a race"
34426 "A woman athlete wearing orange and black is running whilst carrying an orange beverage bottle ."
34427 "A woman in an orange top and black shorts is running ."
34428 "A woman is running a race carrying a plastic bottle ."
34429 "A woman jogger ."
34430 "A bmx biker is in midair attempting a trick ."
34431 "A boy does a trick on a bike in the woods ."
34432 "A person is in the air with a trick bike ."
34433 "A person riding a bike , doing a very high jump ."
34434 "The young man is performing a bicycle trick high in the air ."
34435 "A man jumps off of a dock and into the water ."
34436 "A person jumping off a dock into water ."
34437 "Person jumping into the water ."
34438 "The boy jumps into the water off of a dock ."
34439 "The person wearing shorts and a shirt is jumping off a dock , into the water ."
34440 "A cop is standing next to a person dressed like a clown ."
34441 "A female police officer stands next to a woman dressed as the Joker in Batman ."
34442 "A man with face makeup and a red piece of fabric hanging from her mouth is being escorted by a police officer ."
34443 "A policewoman standing next to a person wearing bright red glasses ."
34444 "Policewoman , with person streaked with colors and with red cloth in mouth ."
34445 "A couple enjoying the high plains with their dogs ."
34446 "A man is taking a photo of another man and his two dogs on some grassy hills"
34447 "Dog training on the mountain"
34448 "The man wearing the white shirt takes a picture of the man in the blue shirt with the two dogs ."
34449 "two men take a hike with two dogs ."
34450 "Two hikers crossing a snowy field , with mountainous terrain behind them ."
34451 "Two hikers , one wearing a bikini walk on snow ."
34452 "Two people are hiking in a mountainous region ."
34453 "Two people in shorts hike on the snow in the mountains with a lake in the background ."
34454 "Two people walks across a field of snow ."
34455 "A girl climbs an inflatable wall over water ."
34456 "A woman climbs up a floating object on the water ."
34457 "People climb on a structure near water ."
34458 "Two girls are climbing on an artificial climbing wall that is floating in a lake ."
34459 "Two girls climb on an iceburg climbing device that is floating in water ."
34460 "Girls are doing somersaults ."
34461 "Girls cartwheeling inside ."
34462 "Little girls do cartwheels in a large , empty room with folding chairs to one side ."
34463 "Two girls are doing cartwheels as other children stand around watching ."
34464 "Two girls doing cartwheels , while other children look on ."
34465 "A boy is jumping on skateboard in the middle of a red bridge ."
34466 "a kid doing tricks on a skateboard on a bridge"
34467 "A skateboarder is airborne on a bridge ."
34468 "A skateboard jumps down a bridge ."
34469 "The skateboarder in the white shirt jumped into the air ."
34470 "A man in a red uniform makes a jump in a dirt bike race ."
34471 "a man participates in a bmx race ."
34472 "Two BMX riders are racing around a bumpy track ."
34473 "Two people go dirt bike racing ."
34474 "Two people ride bicycles over a bumpy racetrack ."
34475 "A batter playing cricket missed the ball and the person behind him is catching it ."
34476 "A cricket player misses the pitch ."
34477 "A man struck out playing cricket ."
34478 "A man wearing white , including shin guards , swings the bat in a cricket game ."
34479 "The three men are playing cricket ."
34480 "A group of three dogs are walking through the snow ."
34481 "Three dogs in the snow by a fence ."
34482 "Three dogs next to a blue fence in the snow ."
34483 "Three dogs standing in snow next to a blue fence ."
34484 "Two yellow dogs and a small dog walk through snow ."
34485 "A man playing a piano"
34486 "A man plays a piano painted with an image of a woman on it ."
34487 "A man with a ponytail is playing a decorated piano in the street next to a table with a red cloth ."
34488 "A man with a ponytail plays a piano in public ."
34489 "Person playing piano that has mermaid painting on the side"
34490 "Airplane emitting heavy red colored smoke ."
34491 "An airplane is flying over the mountain trying to extinguish a fire ."
34492 "A small plane is dropping a red chemical over the mountaintops ."
34493 "Red spray is being ejected by an orange and white plane flying over the hilltops ."
34494 "Small red airplane flies over mountaintop dropping red substance over fire ."
34495 "two people are dragging a yellow raft into a river ."
34496 "Two people are in a pond pulling a life raft ."
34497 "Two people are pushing a yellow dinghy through a stream as a man is running towards them ."
34498 "Two people in brown hats pull a yellow tube in a small pond surrounded by greenery ."
34499 "Two people trudge through the water with their raft ."
34500 "A group of people in green shirts push a cannon in a parade ."
34501 "People in matching outfits next to a canon ."
34502 "Several people dressed in like jerseys roll an old cannon during a competition ."
34503 "Six men are pushing a large wooden wheel along the ground in front of an audience ."
34504 "Young adults wearing uniforms wheel a contraption ."
34505 "A man does a trick on his skateboard in front of a crowd ."
34506 "A skateboarder without a shirt grabs his board in the air ."
34507 "A young man shocks the audience with his skateboard tricks ."
34508 "Man with no shirt and tatoos on back airborne with skateboard in hand ."
34509 "The skateboarder performs a jump in front of a crowd of spectators ."
34510 "A girl in a white shirt is looking down at a bunch of people sitting on the ground ."
34511 "A group of people are standing and sitting around on the ground at night ."
34512 "A group of people gather outside on the pavement , some standing , some sitting ."
34513 "Group of people standing and sitting outdoors ."
34514 "Young adults gather near a bright light ."
34515 "A blonde woman with a red backpack in the snow ."
34516 "A lady with a headband is in the snow near a red backpack ."
34517 "A woman outside in the snow holds a container that produces steam ."
34518 "A woman with camping gear is heating something up in the snow ."
